昵称,性别,所在地,时间,内容,点赞数,转发数,评论数,主页
娜娜酱是也,女,北京,03月16日 12:51,":给
     
      苹果手机
     
     来波浮力[doge]
     
     1.幻响三合一数据线1.2m   10.9
     
     2.iphone数据快充线   6.8
     
     3.新科原裝苹果6s数据线2条    9.9 ​",0,0,1,https://weibo.cn/u/1919350564
JING象生长,女,其他,03月16日 12:47,":蘋果手機裡拍的五個視頻以這種方式保存下來[挤眼][挤眼][挤眼]
     
     之前的幾場是沒有拍攝視頻的[汗] JING象生长的秒拍视频 ​",0,0,0,https://weibo.cn/u/5647864896
Andoni1987,女,上海,03月16日 12:46,":
     
      #上海#
     

      #嘉定#
     
     我今天中午11点接近12点钟的时候去买菜，发现菜摊靠外面的地方有一个手机，我问老板她说不是她的。手机我就递给卖菜的老板。哪位粗心的姑娘如果去找手机老板如果说没有，我可以去给你做作证。是一部
     
      苹果手机
     
     Plus白色的，不知道是7还是8。反正是大的。菜场在上海嘉定区靖远路上。万能的微博，求扩散，希望失主没有找到手机可以看到这条微博。
     
      http://t.cn/z8yJL38",0,0,0,https://weibo.cn/u/2681091213
像时光都凝滞在眸中,女,其他,03月16日 12:43,":
     
      苹果手机
     
     APP store红包～夫人们都懂得～互帮互助[doge][doge][doge] ​",0,0,0,https://weibo.cn/u/6371129444
鄭峻,男,海外,03月16日 12:43,":伊朗iPhone用户发现无法登陆app store，只能通过VPN才能使用。不过由于美国政府禁令，苹果并没有在伊朗销售iPhone。伊朗的
     
      苹果手机
     
     大部分都是从中国香港倒运过去的。 ​",24,6,17,https://weibo.cn/leo7zheng
唯祎sunflower,女,海外,03月16日 12:41,":手机看电子书方便是方便，但是感觉很伤眼睛呀[衰]，
     
      苹果手机
     
     光线还好，会根据实际情况调节，不是很晃眼，安卓手机感觉晚上突然亮屏很刺眼，不知道大家有没有这个感觉。现在眼睛就特别怕光[可怜]，用过
     
      #kindle#
     
     的大神们，想问问这个值不值得入手呀。 ​​​",1,0,3,https://weibo.cn/u/5269519188
创科数字,男,广东,03月16日 12:36,":看完今年要发布的国产机，我还是买回这几台过气
     
      苹果手机
     
     吧！(同步自
     
      @新浪看点
     
     )看完今年要发布的国产机，我还是买回这几台过气
     
      苹果手机
     
     吧！ ​",0,0,0,https://weibo.cn/u/2618045877
水原nice,女,陕西,03月16日 12:28,":最近专注于转
     
      苹果手机
     
     博[ok]我有预感 ​",3,0,0,https://weibo.cn/u/5084442472
视频热搜榜,男,安徽,03月16日 12:16,":一次我接到一外地固话打来的电话，说我被抽中电视幸运观众，奖品是
     
      苹果手机
     
     一部。我耐着性子听对方介绍的差不多了，就问：
     
      苹果手机
     
     是行货吗？对方说：100%行货！我又问：我不用交钱？对方说：不用！您只需要承担少量运费。我说：这么好啊，那您自己留着用吧。说完，我就挂断了电话。 ​",1,0,0,https://weibo.cn/234757177
雷格学生,男,浙江,03月16日 12:16,"
    
    博主买个512g的
    
     苹果手机
    
    啊哈哈哈哈//
    
     @水晶娜子
    
    :内存不够//
    
     @娟子茶
    
    :[哈哈]换了也这样[允悲][允悲][允悲]//
    
     @郑曲滨
    
    :该换机了
    
     ",0,4,1,https://weibo.cn/606788507
石家庄故事儿,男,河北,03月16日 12:15,":
     
      #石家庄身边事#
     
     【高速公路货车起火，撒了一地iPhoneX[吃惊]】
     
     3月15日，广昆高速贵港段一货车起火。据广西高速交警，该车载满百货，电子产品居多。现场各种型号的苹果手机撒了一地。事故未造成人员伤亡，目前火已扑灭，起火原因调查中。
     
      @微辣Video
     
     微辣Video的秒拍视频 ​​​",1,0,0,https://weibo.cn/shijiazhuanggushier
LiarinApril,女,陕西,03月16日 12:06,":
     
      #我是一个萌萌兔#
     
     为什么要买
     
      苹果手机
     
     ，我以为我只要保持不更新系统，手机就不会卡了，谁知道现在不更新系统，软件都用不了了。 商洛·洛南县城关镇 ​",0,0,1,https://weibo.cn/u/5896867176
安替567,女,香港,03月16日 12:03,":第一次尝试找人上门换
     
      苹果手机
     
     电池。10分钟搞定。很方便呢。还很便宜[doge][good] ​",0,0,13,https://weibo.cn/auntie567
沵还是卟懂涐哟,女,天津,03月16日 12:01,":一款专为
     
      苹果手机
     
     设计的手机壳，除了轻薄小巧之外，它还内置了一块采用铝合金制作的放大镜子。在你照镜子时，发光板将
     
      苹果手机
     
     的闪光灯发出的光线散射开来，能够提供最适宜的光照让你始终看到镜中最美的自己。 ​",0,0,0,https://weibo.cn/u/2753262183
女超人5与0,女,四川,03月16日 11:55,":抖音是个好东西～
     
     get
     
      苹果手机
     
     拍照[相机]技能～ 成都·青龙街区 ​",0,0,1,https://weibo.cn/wtjyju
女超人5与0,女,四川,03月16日 11:55,":抖音是个好东西～
     
     get
     
      苹果手机
     
     拍照[相机]技能～ 成都·青龙街区 ​",0,0,1,https://weibo.cn/wtjyju
pearls11,男,四川,03月16日 11:51,"
    
    木有
    
     苹果手机
    
    [允悲]能把爱好做到这样子，请收下我的膝盖[太开心]
    
     ",0,0,0,https://weibo.cn/pearls11
素红颜小果冻,女,四川,03月16日 11:49,":此时此刻北京时间：11:48分，而我
     
      苹果手机
     
     是8:32分。
     
     反复几次关机开机，就连系统也更新了。时间还是不对呢[允悲][疑问][失望] ​",0,0,2,https://weibo.cn/kathy0731
九年一班大队长i,男,山东,03月16日 11:47,":今天手贱拿起
     
      苹果手机
     
     打开王者荣耀，看到曾经的王者现在变成了白金，好久没打了打一把试试，除了我全选ADC了解一下[微笑]上来要么挂机要么送人头，不挂机不送人头的给他说草丛有人他不信，死了就信了，你玩尼玛呢[微笑]看到有人说不喜欢王者荣耀之所以还在玩是因为王者荣耀欠他一王者，这我就如醍醐灌顶一般，我上过王者我竟然还玩这个游戏我不是自找无趣吗[微笑]",0,0,0,https://weibo.cn/u/5758521225
公子rctim,男,上海,03月16日 11:43,":你妹的：最可气的是还拿到桌面臭显摆，疯狂鄙视你：
     
      苹果手机
     
     还有红色的吗。 烟台·长岛安源渔家 ​",0,3,2,https://weibo.cn/u/3970358257
橘子姐姐,女,上海,03月16日 11:42,":
     
      苹果手机
     
     电量不足提示音能不能关掉？？半夜我正在华丽冒险呢，它就响了，还让不让人做梦了？？ ​",1,0,5,https://weibo.cn/orangeland
平安万柏林,男,山西,03月16日 11:41,":
     
      #民警安全提示#
     
     【最新
     
      苹果手机
     
     骗局！紧急扩散】 如果你的
     
      苹果手机
     
     出现这个界面，请直接关机再开机！不要点击任何一个！否则你的手机都会被黑客锁死！切记，切记，切记！请马上转发告诉自己周围的伙伴，不让不法分子得逞！ ​​​​",0,0,0,https://weibo.cn/wblfj
剑靖哥哥你可知,女,甘肃,03月16日 11:39,":今天买了个
     
      苹果手机
     
     模型，去公园人多的水池边想装装B，就拿着模型机假装打电话，然后大骂，然后把手机扔水里，好多人看着我，都觉得可惜，正要离去，然后一妹子说了句话让我狂奔！！大哥，你的手机浮起来了，起来了，来了。 ​",0,0,0,https://weibo.cn/u/1780138141
拉布鲁克,女,四川,03月16日 11:33,":“我们都是我们使用的语言的奴隶。”
     

     ·
     


      苹果手机
     
     壁纸-公众号拉布鲁克- ​",0,0,0,https://weibo.cn/u/5615898032
古城派出所龙兴警务室,男,河南,03月16日 11:17,":【撒了一地iPhoneX，高速公路装满iPhone的货车起火[吃惊]】3月15日，广西兴业县，G80广昆高速贵港段，一辆装满百货商品的大货车起火。事故现场
     
      苹果手机
     
     及配件撒落一地。司机称不知道怎么火就燃起来了。网友：看着都心疼呀！ 一手video的秒拍视频 ​",0,0,0,https://weibo.cn/u/2758293125
李-开-朗朗,男,上海,03月16日 11:15,":狗狗解锁
     
      苹果手机
     
     李-开-朗朗的秒拍视频 ​",0,0,0,https://weibo.cn/u/1858673220
种草达人囤货菌,男,湖南,03月16日 11:10,":给
     
      苹果手机
     
     来波浮力[doge]
     
     1.幻响三合一数据线1.2m   10.9
     
     2.iphone数据快充线   6.8
     
     3.新科原裝苹果6s数据线2条    9.9 ​​​​",0,0,2,https://weibo.cn/u/2472443481
石家庄地铁事儿,男,河北,03月16日 11:05,":
     
      #石家庄身边事#
     

      #铁铁帮忙#
     
     【网友寻亡弟手机！帮帮她吧，扩！】
     
      @Linda-baby57
     
     ：各位好心的石家庄井陉县同胞们.2018年3月13日凌晨一点半.我弟弟从北京来井陉县灵岩寺送完货.下灵岩寺后山盘山路的时候货车出事故了.我弟弟丢失了一部与案件有关的
     
      苹果手机
     
     （银灰色）.里面内容对我们来说十分重要.有捡到手机的好心人.必有重谢.[作揖][作揖][作揖] 我弟弟走的太可怜了.手机里重要信息全在这部手机里.[泪]",0,0,0,https://weibo.cn/u/3189861731
几分钟义务教室,男,北京,03月16日 10:58,":
     
      #汽车段子哟#
     
     3月15日上午，G80广昆高速贵港段一大货车失火，事故现场散落各种型号的
     
      苹果手机
     
     ，这大概是最肉疼的一条新闻了吧… ​",8,2,8,https://weibo.cn/u/6014749173
壞寶喵,女,新疆,03月16日 10:51,":关于App store无法更新  今天又是挣扎的一天[允悲][允悲][允悲] 看到网上说要连可以更新苹果都热点  我就试了试   然而本人手机并不能更新  我拿我
     
      苹果手机
     
     开的热点  平板连接竟然可以更新了 我想只要连个
     
      苹果手机
     
     的热点 然后点更新 等一会那个圈出来小蓝点就可以了  不管那个苹果可不可以更新
     
     大家可以试一试[二哈][二哈][二哈]",1,0,4,https://weibo.cn/huaibaomiao
泉州公安,男,福建,03月16日 10:49,":
     
      #泉州一线警事#
     
     【请“代驾”，一不小心车子被“代驾”开走了...[费解]】3月1日凌晨，在云鹿路饮酒后的龙岩男子李某找来没有挂靠代驾公司而自己“单干”代驾王某。王某趁李某吃夜宵间隙，临时起意，便将李某新购未上牌照的40来万的沃尔沃轿车开回南安老家[吃惊]，准备出售，并将车上一部
     
      苹果手机
     
     、香烟等财物占为已有[汗]。接警后，
     
      @丰泽公安
     
     刑大蜀黍火速出击，3月14日，在鲤城一租房内成功抓获犯罪嫌疑人王某，并追回被盗的骄车、手机和香烟[威武]。
     
      #泉州警方提醒#
     
     车主在选择“代驾”时应从正规的“代驾”平台上选择服务，并注意查验“代驾”的相应资质，避免“黑代驾”造成的安全隐患[围观]",8,3,7,https://weibo.cn/qzgaj
淘宝优惠券小王子,男,辽宁,03月16日 10:47,":招聘网络兼，没有押金，只需要一部
     
      苹果手机
     
     ，日入1到2百，操作简单，傻瓜都会！加入看图片啦，加入公众号按提示操作！不懂私信！
     
      #ios应用试玩#
     

      #沈阳·大悦城（商圈）[地点]#
     
     沈阳·大悦城（商圈） ​",1,0,0,https://weibo.cn/u/2722769403
寿阳公安,男,山西,03月16日 10:43,":
     
      #警方提示#
     
     【最新
     
      苹果手机
     
     骗局！紧急扩散】 如果你的
     
      苹果手机
     
     出现这个界面，请直接关机再开机！不要点击任何一个！否则你的手机都会被黑客锁死！切记，切记，切记！请马上转发告诉自己周围的伙伴，不让不法分子得逞！ ​",0,2,0,https://weibo.cn/shouyang110
泡泡网,男,北京,03月16日 10:28,":安兔兔公布 2 月安卓手机和
     
      苹果手机
     
     的好评榜 TOP10，其中安卓手机的前三分别是一加手机 3、一加手机 5 和魅族 PRO 6 Plus 标准版；
     
      苹果手机
     
     的是 iPhone SE、iPhone 6s Plus 和 iPhone 8，iPhone X 竟然没上榜[笑cry][笑cry]。 ​",2,1,3,https://weibo.cn/beijingpcpop
泡泡网,男,北京,03月16日 10:28,":安兔兔公布 2 月安卓手机和
     
      苹果手机
     
     的好评榜 TOP10，其中安卓手机的前三分别是一加手机 3、一加手机 5 和魅族 PRO 6 Plus 标准版；
     
      苹果手机
     
     的是 iPhone SE、iPhone 6s Plus 和 iPhone 8，iPhone X 竟然没上榜[笑cry][笑cry]。 ​",2,1,3,https://weibo.cn/beijingpcpop
今日潮汕情报,男,广东,03月16日 10:22,":【广西一大货车高速路失火 现场遍地iPhoneX】3月15日上午，一辆装载着大量电子产品的大货车在G80广昆高速玉林市兴业县往贵港市方向401公里处发生起火。起火车辆司机已安全下车，事故并未造成人员伤亡，但事故现场散落着各种型号的
     
      苹果手机
     
     。看看新闻Knews的秒拍视频 ​",1,0,0,https://weibo.cn/u/2550809142
尘陌·Bing,女,其他,03月16日 10:20,":动不动就是我是
     
      苹果手机
     

     我是苹果手机
     
     买的起你用，买不起你别瞎逼逼
     
     想用你就买，你又不喜欢
     
     我用了，你逼逼啥的
     
     艹 ​",0,0,2,https://weibo.cn/u/5483059842
水晶小草,女,河南,03月16日 10:20,"
    
    我敢说50%的中国人消费不起
    
     苹果手机
    
    ，否则小米华为等手机哪里还有市场
    
     ",0,0,0,https://weibo.cn/youngman2010
深圳微博发布厅,女,广东,03月16日 10:19,":【盐田警方一年打掉过亿元假货】
     
      @深圳公安
     
     ：去年11月15日，盐田派出所根据群众举报得知深圳某贸易公司及其关联工厂与关联仓库有大量翻新、仓储、销售假冒伪劣苹果公司产品及零配件的情况。经过一个月夜以续日的努力，在掌握大量情报线索后，盐田警方于12月22日出动警力收网，捣毁假
     
      苹果手机
     
     生产工厂1个，占地约7000平方米；现场控制公司股东、中层及员工共62人，缴获一大批假冒
     
      苹果手机
     
     及其零配件！",7,0,0,https://weibo.cn/shenzhenfabu
乔曦赞,女,吉林,03月16日 10:18,":日了狗。 歧视
     
      苹果手机
     
     用户[doge] 长春·东盛 ​",0,0,0,https://weibo.cn/u/5714934861
蓝凝-媣香,女,福建,03月16日 10:17,"
    

     苹果手机
    
    不好卖，整出一场戏。//
    
     @至诚大兵
    
    :回复
    
     @四铺
    
    :是啊，烧毁多少能查清吗？//
    
     @四铺
    
    :苹果不会说的，还没调查起火原因，汽车问题，手机电池自燃呢？岂不损失更大
    
     ",0,0,0,https://weibo.cn/nannifj
深圳公安,女,广东,03月16日 10:13,":
     
      #315打假#
     
     【盐田警方一年打掉过亿元假货】去年11月15日，盐田派出所根据群众举报得知深圳某贸易公司及其关联工厂与关联仓库有大量翻新、仓储、销售假冒伪劣苹果公司产品及零配件的情况。经过一个月夜以续日的努力，在掌握大量情报线索后，盐田警方于12月22日出动警力收网，捣毁假
     
      苹果手机
     
     生产工厂1个，占地约7000平方米；现场控制公司股东、中层及员工共62人，缴获一大批假冒
     
      苹果手机
     
     及其零配件！
     
      http://t.cn/Rn26Ljb",6,2,2,https://weibo.cn/szga
河南联通客户俱乐部,男,河南,03月16日 10:10,":
     
      #沃•小技巧#
     
     【旧手机妙用小课堂】旧手机卖了不值钱，闲置又不甘心，除了当备用机之外，还能做什么呢？如果你的旧手机有OTG功能，那么只需要准备一条OTG数据线，就能变身移动电源给
     
      苹果手机
     
     、安卓手机充电。 ​",0,0,0,https://weibo.cn/hnltclub
狼窝里的小羔羊,女,河南,03月16日 10:06,":抖音小哥哥第二波来咯
     
     张欣尧
     
     费启鸣
     
     刘宇
     
     嘟嘟
     
     乔佳乐
     
     大川
     
     刘东
     
     戈壁老王
     
     羊羊羊
     

      苹果手机
     
     live照片动态无水印手机壁纸
     
     还缺谁？留言告诉我 ​",72,14,68,https://weibo.cn/u/2291688137
糖糖兰儿果,女,湖北,03月16日 10:04,":
     
      苹果手机
     
     的几点极差体验:
     
     1.通话记录只保存一周。
     
     想看到上次给某个人打电话是啥时候活生生找不到好嘛，非常不利于定期回访，我有内存有内存啊
     

     2.垃圾电话提醒是在你接了电话之后。
     
     看到陌生电话犹豫了半天接了，你给我弹出来被666个人标记为广告推销，好有意思哟，浪费了接电话前大半天的心理活动，心累",0,0,1,https://weibo.cn/u/5365106868
美玉颜整形院长刘勇,男,北京,03月16日 10:00,":很多女人都活反了
     
     吃顿饭400，不贵[微笑]
     
     买件衣服800，不贵[微笑]
     
     做个头发1000，不贵[微笑]
     
     买个
     
      苹果手机
     
     9800，不贵[微笑]
     
     买条项链18000，不贵[微笑]
     
     到收拾自己脸的时候，哇，太贵了！
     
     记住了，你的形象价值百万
     
     其他的一切都只是锦上添花而已[笑而不语] ​",0,0,0,https://weibo.cn/u/6016012733
妹灵-,女,北京,03月16日 09:59,"
    
    希望可以中奖，缺个手机，没钱买
    
     苹果手机
    
    ，希望幸运的被抽中
    
     ",0,0,0,https://weibo.cn/u/5551694691
呵呵7vztfglwc,女,江西,03月16日 09:56,":我爱我的爸爸不管他有没有让我住豪宅让我有大把大把的钱花让我拿着
     
      苹果手机
     
     给我买最贵的衣服是不是大公司老板我都爱他是他让我来到这个世界的。起码他也没有让我饿一顿饭我想要什么他都能满足我爱他真正的英雄是他爸爸是我最大的依靠我不能没有他爸爸我爱你 ​",0,0,0,https://weibo.cn/u/3965381158
ymcdhr_841,男,云南,03月16日 09:52,":为了买
     
      苹果手机
     
     ，妹子把男友豁出去了，笑死人了有理宁的秒拍视频 ​",0,0,0,https://weibo.cn/u/2026876242
宁波之声FM92,男,浙江,03月16日 09:47,":
     
      #宁波身边事#
     
     【“苹果”免密支付 盗刷难以认定？[思考]】宁波慈溪的小张反映，2月24号那天，他的
     
      苹果手机
     
     账号被盗，刷了10笔，6368块钱。小张表示没有泄露过苹果账号和密码。联系苹果公司，客服表示，系统无法认定不是小张自己操作的，客服提交了三次审核，都没有通过。 ​​​​
     
      http://t.cn/RnPCZjB
     
     ​​​",0,0,0,https://weibo.cn/u/3224155364
情非得已-深蓝,男,北京,03月16日 09:43,":为啥联通的卡放在
     
      苹果手机
     
     里4G信号那么差，放在安卓手机里就没事，比如之前用的小米，放苹果里地铁里好多区域段都没信号[二哈] 北京·亚运村 ​",0,0,0,https://weibo.cn/u/1990244193
迷白菜,女,上海,03月16日 09:40,":【卷后=19】品胜iphone
     
      苹果手机
     
     数据充电线→→→拍：
     
      http://t.cn/Rn2fqQ1
     

     【更多白菜】戳
     
      http://t.cn/RIzPzVE
     
     ​",0,0,0,https://weibo.cn/u/5884664617
旅行数码猫,男,广东,03月16日 09:34,":屏幕和背面像iPhoneX，边框像iPhoneSE的新款
     
      苹果手机
     
     ？
     
      @微博数码
     
     旅行数码猫的秒拍视频 ​",3,0,0,https://weibo.cn/shumamao
宁波头条,男,浙江,03月16日 09:32,":
     
      #宁波身边事#
     
     【“苹果”免密支付 盗刷难以认定？[思考]】宁波慈溪的小张反映，2月24号那天，他的
     
      苹果手机
     
     账号被盗，刷了10笔，6368块钱。小张表示没有泄露过苹果账号和密码。联系苹果公司，客服表示，系统无法认定不是小张自己操作的，客服提交了三次审核，都没有通过。 ​​​​1818黄金眼的秒拍视频 ​",0,1,0,https://weibo.cn/u/3753172790
公子nvppz,男,青海,03月16日 09:13,":第一年还好第二年这学生提出要
     
      苹果手机
     
     ！只用一张地图和一个指南针去引导它们跨越变化多样的地形地貌。朋友说“当你突然停止了对一个人的好。 西宁·班禅行宫(居板古巷店) ​",0,0,0,https://weibo.cn/u/3988191381
自由漠湖,男,湖北,03月16日 09:07,":『成本十几元，售价上千元？！中国这家“值钱”企业被
     
      苹果手机
     
     疯狂追捧... - 21财经』
     
      http://t.cn/REHNC7m
     
     ​",0,0,0,https://weibo.cn/u/1426615580
自由漠湖,男,湖北,03月16日 09:07,":！！『成本十几元，售价上千元？！中国这家“值钱”企业被
     
      苹果手机
     
     疯狂追捧... - 21财经』
     
      http://t.cn/REHNC7m
     
     ​",0,0,0,https://weibo.cn/u/1426615580
自由漠湖,男,湖北,03月16日 09:07,":厉害了，我们的企业！『成本十几元，售价上千元？！中国这家“值钱”企业被
     
      苹果手机
     
     疯狂追捧... - 21财经』
     
      http://t.cn/REHNC7m
     
     ​",0,0,0,https://weibo.cn/u/1426615580
股市大户618,男,山东,03月16日 09:03,":大盘风险不大，看好创蓝筹和资源股，等大家都看到行情稳了，我就慢慢减。 ​​​
     

     苹果手机，小苹果（女）
     
     锤子手机，小锤子（男） ​",0,0,0,https://weibo.cn/u/1744388823
黄若冷,男,广东,03月16日 09:02,"
    
    震惊，
    
     苹果手机
    
    渣翻大货车！[偷笑]
    
     ",0,0,0,https://weibo.cn/u/2004480715
ssrng洋洋,女,广东,03月16日 08:58,":美版
     
      苹果手机
     
     好不好？求告知
     
      #我是一个萌萌兔#
     
     求告知[闭眼] ​",0,0,0,https://weibo.cn/u/3768584437
中国联通河南客服,女,河南,03月16日 08:50,":
     
      #沃•小技巧#
     
     当我们忘记手机放在哪里的时候，安卓手机可以通过语音唤醒功能找手机，那
     
      苹果手机
     
     是否也可以通过类似的方法找手机呢？小U告诉你，只需要借助一台电脑即可办到。 ​",0,0,0,https://weibo.cn/hnkf10010
六,男,江苏,03月16日 08:49,":【7.9】INS 同款
     
      苹果手机
     
     卡通粉红豹手机壳 手机支架，萌萌的心，粉粉我超级爱的~ ​",0,0,1,https://weibo.cn/u/3015961847
太和电子城,男,河北,03月16日 08:49,":【广西货车意外翻车：iPhone X手机撒一地....】
     
     据新京报报道称，3月15日广西发生了一起交通事故，车上装载了大量电子产品包括很多苹果手机的大货车翻车，而车上的货品散落一地。
     
     据悉，车上掉下的手机中，有不少是新款的iPhone X，而也有iPhone 6、iPhone 7这样的手机，至于本次货物的具体价值还不清楚。",0,0,1,https://weibo.cn/hbtaihedianzicheng
太和电子城,男,河北,03月16日 08:49,":【广西货车意外翻车：iPhone X手机撒一地....】
     
     据新京报报道称，3月15日广西发生了一起交通事故，车上装载了大量电子产品包括很多苹果手机的大货车翻车，而车上的货品散落一地。
     
     据悉，车上掉下的手机中，有不少是新款的iPhone X，而也有iPhone 6、iPhone 7这样的手机，至于本次货物的具体价值还不清楚。",0,0,1,https://weibo.cn/hbtaihedianzicheng
挖白菜的小熊,男,其他,03月16日 08:22,":【7.8】
     
      苹果手机
     
     入耳式重低音耳机 [吃瓜]
     
     go： :
     
      http://t.cn/Rn2UMSi
     
     ​",0,0,0,https://weibo.cn/u/6047657643
随便取个名吧1949,男,北京,03月16日 08:19,"
    
    买个
    
     苹果手机
    
    还要分3期以上的同学就不要跟他接触了，不然借钱的时候他敢分你72期，还不给利息的那种[二哈]//
    
     @组织二号头目
    
    :辍学还得还助学贷款，就跟我同学丢了iPhone 还得每月还信用卡分期一样，有种别样的痛苦。。
    
     赞[1]
    

     转发[1]
    

     评论[2]
    

     收藏
    


     03月16日 08:19 来自高能半导体iPhone ",1,1,2,https://weibo.cn/u/5568105488
ssss苏打饼,女,广东,03月16日 08:19,":下楼的时候还边走路边看手机的 放进口袋不到两分钟后再掏出手机结果黑屏了 按开机键无反应。强制开机无反应。插着充电器无反应。屏幕都不亮。充了一晚上后还是不行。连电脑无反应。充电器原装的。 手机是今年2月26号买的。总而言之，现在就是黑砖头一块了。大家分析下有可能是什么问题。
     
      #苹果手机事件#
     
     ​",0,0,0,https://weibo.cn/u/3395721192
IT大智,男,河南,03月16日 08:16,":问：如何将
     
      苹果手机
     
     的短信内容导出到电脑上？要打印出来。[二哈][二哈] ​",10,0,6,https://weibo.cn/u/2667922521
闽南嘉禾,男,香港,03月16日 08:05,"
    

     苹果手机
    
    等来料加工所进口的芯片应该占大头吧？
    
     ",0,0,0,https://weibo.cn/zwl7777hk
愿时光善待我最亲爱的武艺,女,天津,03月16日 07:47,":我想知道
     
      苹果手机
     
     微博后台到底可以绑定多少个号，每天抱着我的31个号瑟瑟发抖[允悲][允悲] ​",13,0,7,https://weibo.cn/209092473
小学生学易,男,河北,03月16日 07:33,":最可气的是还拿到桌面臭显摆、TMD。你妹的。疯狂鄙视你，
     
      苹果手机
     
     还有红色的吗！居然还掉漆了 ​",0,0,1,https://weibo.cn/u/1838480645
黑心-Daisy,女,河北,03月16日 07:12,":我真的好讨厌
     
      苹果手机
     
     的充电耳机一体[泪] ​",0,0,2,https://weibo.cn/u/2135549320
啥名还有,女,天津,03月16日 06:51,":一阵
     
      苹果手机
     
     的专属铃声响起。就准备给他10块钱；乞丐嘿嘿一笑[星星眼儿] ​",0,0,0,https://weibo.cn/u/3967350028
仙岛湖船家,男,湖北,03月16日 05:58,":
     
      苹果手机
     
     遍地散落事件属实！广昆高速货车失火车厢内苹果乱洒马路 西瓜视频
     
      http://t.cn/Rn2z523
     
     ​",2,0,1,https://weibo.cn/u/6066547904
鸡儿帮头儿哥,男,山西,03月16日 03:57,":我爱我的爸爸不管他有没有让我住豪宅让我有大把大把的钱花让我拿着
     
      苹果手机
     
     给我买最贵的衣服是不是大公司老板我都爱他是他让我来到这个世界的……起码他也没有让我饿一顿饭我想要什么他都能满足我爱他真正的英雄是他爸爸是我最大的依靠我不能没有他爸爸我爱你 城西客运站(东坪镇) ​",0,0,0,https://weibo.cn/u/2728174137
张京贵,男,重庆,03月16日 03:47,":我有聊天记录。还有一个QQ吴俊余：有汇款记录，空间名洛城。这个恋上情书：这个人利用QQ网上兜售
     
      苹果手机
     
     和IPAD付款后却拉黑客人不发货不回复请转告更多人别受骗了。欢迎大家咨询我……真人举报 杭州·荷花小区 ​",0,0,0,https://weibo.cn/u/3971983891
报纸哥,男,河北,03月16日 03:37,":
     
      苹果手机
     
     配件爆炸，整个货车烧完，路边全是手机 报纸哥的秒拍视频 ​",2,0,0,https://weibo.cn/caogenv
暴戾传教士,男,北京,03月16日 02:58,":
     
      #在抖音，记录美好生活#
     
     下载个铃声多多，
     
      苹果手机
     
     就可以随意切换你喜欢的手机铃声啦[开心]发一个简单的教程，希望可以帮助到你们(∩_∩)
     
      http://t.cn/RnADfiV
     
     ​",0,0,0,https://weibo.cn/u/5044817374
潮人时尚百搭,女,广东,03月16日 02:31,":
     
      苹果手机
     
     4D全屏全包边蓝光钢化膜[笑而不语]
     
      http://t.cn/RnAg1P5
     
     ]仅25块 ​",0,0,0,https://weibo.cn/shmxb
格子说数码,男,广东,03月16日 01:50,":
     
      #315晚会#
     
     说好曝光
     
      苹果手机
     
     电池问题呢？ ​",0,0,0,https://weibo.cn/zyzsky
碌呀6呀康予,女,福建,03月16日 01:47,":
     
      苹果手机
     
     创意便签纸，每张便签纸就像一块iphone屏幕。 ​",0,0,0,https://weibo.cn/u/3635341661
那些事只有自己知道,女,广东,03月16日 01:39,":『实用！
     
      苹果手机
     
     几大强大小技能，必须学会!_财经头条』
     
      http://t.cn/RnABe26
     
     ​",0,0,0,https://weibo.cn/u/5325017089
Jessicachu9375,女,其他,03月16日 01:31,":求问海外的小伙伴们王者荣耀是怎么加速的？？我开了加速器还是279，卡得飞起！别人开加速器都能到200以下，
     
      苹果手机
     
     有毒吧。 ​",0,0,0,https://weibo.cn/roses888
忘忧水中月,女,江西,03月16日 01:08,":030902面部解锁安全性存疑，市民买
     
      苹果手机
     
     10遇麻烦，同事可相互解锁！ 娱乐圈探子的秒拍视频[馋嘴] ​",0,0,0,https://weibo.cn/u/1414349580
芝加哥的微笑,男,湖北,03月16日 00:53,"
    
    “大概8点20发”： 315央视要搞
    
     苹果手机
    
    ，拟好了微博内容，请几个“微博红人”在晚上8点20分发用来造势，一个叫何润东的明星大概懒得动脑子，直接把CCTV发给他的短信转发微博了，这样何润东就成了猪一样的队友，另外如什么留几手、郑渊洁等几个聪明人就自动暴露了。找几个大V当枪？结果枪走火了。
    
     ",0,0,0,https://weibo.cn/u/1670331301
fishs华齐,男,广东,03月16日 00:45,":
     
      #疯狂婚礼季#
     
     【女子买两部
     
      苹果手机
     
     ，均被女同事面部解锁】 近日，江苏南京的颜女士先后买了两部iPhone X手机，却均能被一位非亲属关系的女同事面部解锁。她担心手机的安全问题。苹果店工作人员表示这是个案如不满意可退货。澎湃新闻的秒拍视频 ​",1,0,0,https://weibo.cn/u/3499107684
甜蜜小幽灵,女,上海,03月16日 00:35,":为什么
     
      苹果手机
     
     在震动模式下 电量提醒非要用有声音的…？？？平均每天被吓死一次 ​",0,0,0,https://weibo.cn/u/2073896157
蓝色籽,女,江苏,03月16日 00:28,":
     
      苹果手机
     
     可能和这个网址冲突[允悲] ​",6,0,10,https://weibo.cn/u/1735747513
